"";"Blood rage";"Dark Souls";"Days gone";"Hellblade";"Henri de Toulouse-Lautrec";"Paul Cézanne";"Paul Gauguin";"Plague tale";"Runewars";"Sekiro";"Sims 4 Psy i Koty";"Sims 4 Witaj w pracy";"Sims 4 Wyspiarskie ¯ycie";"Sims 4";"Skyrim";"Small world";"Talisman";"Tomb Rider";"Vincent van Gogh";"WiedŸmin 3"
"poprzez";0,00771984708518314;0;0;0;0;0;0;0;0;0;0,0107886061749454;0;0,0129624298072105;0,0105270642070679;0;0,0080415073803991;0,0100402635500937;0;0;0
"popularny";0;0;0;0;0;0;0;0;0,0156694721456951;0;0,0206330937570644;0;0;0;0;0;0;0;0;0
"pora";0;0;0;0;0;0;0;0;0,0156694721456951;0;0;0,0333862120089182;0;0;0;0;0;0;0;0
"poruszaæ";0,0147641248661661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0186625173870077
"posada";0;0;0;0;0;0;0;0;0;0;0;0,0166931060044591;0;0;0;0;0;0;0,0276827341240614;0
"posiadaæ";0,00888888888888889;0;0;0;0;0;0;0;0,0377358490566038;0,0129032258064516;0;0;0;0;0;0,0185185185185185;0;0;0;0,0112359550561798
"postaæ";0;0,0118343195266272;0,0184049079754601;0,00552486187845304;0;0;0;0,0112359550561798;0;0,00645161290322581;0;0,0100502512562814;0;0,0121212121212121;0,010989010989011;0,00462962962962963;0,00578034682080925;0;0;0
"postanowiæ";0;0;0;0;0;0,0208926295275935;0;0;0;0;0;0;0,0247905081708012;0;0;0;0;0;0;0
"postimpresjonistyczny";0;0;0;0;0;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"poszczególny";0;0;0;0,0220994475138122;0;0;0;0;0;0;0;0;0;0,0242424242424242;0;0,00925925925925926;0,023121387283237;0;0;0,0112359550561798
"poszukiwanie";0;0;0;0,0183531938944053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0373250347740153
"poœwiêciæ";0;0;0;0;0,0553654682481227;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"potrafiæ";0;0;0,0284899152746916;0;0;0,0146033213514928;0;0;0,0109524910136196;0,0149801812573378;0;0;0;0;0;0;0;0;0;0
"potrzeba";0;0;0;0,0151213568738464;0;0;0;0;0;0;0;0,013753595950584;0;0;0;0;0;0,0208928671310397;0;0
"potwora";0,0121642915296276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0316412207418059;0;0;0,0153762112031809
"potwór";0,0121642915296276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0158206103709029;0;0;0,0153762112031809
"potyczka";0,0121642915296276;0;0;0;0;0;0;0;0,0129102150668217;0;0;0;0;0;0;0,0126711370100287;0;0;0;0
"powiedzieæ";0;0;0,0167911999642099;0;0;0;0;0;0;0;0;0,013753595950584;0;0;0;0;0;0,0208928671310397;0;0
"powinien";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0;0;0;0;0,0153792967355896;0;0;0;0
"powrót";0;0;0;0;0;0;0;0;0;0;0;0,013753595950584;0,0204251163743747;0;0;0;0;0;0,0228080466180517;0
"powtarzalny";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0,0166931060044591;0;0;0;0;0;0;0;0
"pozbawiæ";0;0;0;0,0151213568738464;0;0,0172136200890956;0;0,0153762112031809;0;0;0;0;0;0;0;0;0;0;0;0
"poziom";0;0,0137392194963749;0;0;0;0;0;0,0130445398589178;0;0;0;0,0233359607526368;0;0;0,0255156933504106;0;0;0;0;0
"poznaæ";0;0;0;0;0;0,0172136200890956;0,0541973384983407;0,0153762112031809;0;0;0;0;0;0;0;0;0;0;0;0
"pozosta³y";0,00888888888888889;0;0;0;0;0;0;0;0;0;0;0;0;0;0,010989010989011;0,00925925925925926;0;0,0152671755725191;0;0,0112359550561798
"pozostawaæ";0;0;0;0;0;0;0;0,0186625173870077;0;0,0214317941605636;0;0;0;0;0;0;0;0;0;0
"pozostawiæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0182523521697108;0;0,0192018965022391;0;0;0
"pozwalaæ";0,00771984708518314;0;0;0;0;0;0;0,00975823367509105;0,00819323393474626;0;0;0;0;0;0;0;0,0100402635500937;0,0265185586895604;0;0,00975823367509105
"pozwoliæ";0;0;0;0;0;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0,0192018965022391;0;0;0
"pozyskiwaæ";0,0147641248661661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0253582297319646;0;0
"po¿¹dany";0;0;0;0;0;0;0;0;0;0;0;0;0;0,0201328975447719;0;0,0153792967355896;0;0;0;0
"pó³ka";0;0;0;0;0;0;0;0;0;0,0176578425430078;0;0;0,0204251163743747;0;0,0150382724954187;0;0;0;0;0
"póŸniej";0;0;0,021312461278113;0;0,0289494265694368;0,032772935738985;0,0343953583003209;0;0;0;0;0;0;0;0;0;0,0100402635500937;0;0,0144747132847184;0
"póŸniejszy";0;0;0;0;0;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"praca";0;0;0;0;0,0126214431069147;0,00952561743918087;0,0149957739884134;0;0;0,00977143982470812;0;0,0228327613994436;0,0113027848718639;0,00917923135048338;0;0;0;0;0;0
"prace";0;0;0;0;0;0;0,0328903771771026;0;0;0;0;0;0;0;0;0;0;0;0,0830482023721841;0
"pracowaæ";0;0;0;0;0;0;0,0328903771771026;0;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"praktyczny";0;0;0;0;0;0;0;0;0;0;0;0,0166931060044591;0;0;0;0;0;0;0;0,0186625173870077
"prawdopodobny";0;0;0;0;0,0456160932361034;0;0;0;0;0;0;0,013753595950584;0;0;0;0;0;0;0,0228080466180517;0
"prawdziwy";0;0;0;0,0151213568738464;0;0;0;0;0;0;0;0;0;0,016587670267674;0;0;0;0;0;0,0153762112031809
"problem";0;0;0;0;0;0;0;0,0260890797178355;0,0109524910136196;0;0;0,0116679803763184;0;0,0140722914841658;0;0;0;0;0;0
"produkcja";0;0,0118343195266272;0,0122699386503067;0;0;0;0;0,0112359550561798;0;0;0,0124223602484472;0;0;0;0,010989010989011;0;0;0;0;0
"prosta";0;0;0;0;0;0;0;0,0153762112031809;0,0129102150668217;0;0;0;0;0;0;0,0126711370100287;0;0;0;0
"prostu";0,0103196804217216;0;0;0,0128283320159523;0;0;0;0,0130445398589178;0;0;0;0;0;0;0;0;0;0;0;0,0130445398589178
"prowadzenie";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0,0333862120089182;0;0;0;0;0;0;0;0
"prowadziæ";0;0;0;0;0;0,0146033213514928;0;0,0130445398589178;0;0,0149801812573378;0;0;0;0;0;0;0;0;0;0,0130445398589178
"próba";0;0;0;0;0;0;0;0;0;0,0214317941605636;0;0,0166931060044591;0;0;0;0;0;0;0;0
"próbowaæ";0;0,0196563792596885;0;0;0;0;0;0;0;0,0214317941605636;0;0;0;0;0;0;0;0;0;0
"przebiegaæ";0,0121642915296276;0;0;0;0;0;0;0,0153762112031809;0;0;0;0;0;0;0;0;0,0158206103709029;0;0;0
"przebywaæ";0,0103196804217216;0;0;0;0;0,0146033213514928;0;0;0;0;0;0;0;0;0;0;0,0134215496814298;0,0177246419457051;0;0
"przeciwnik";0,00512001374864467;0,00681658635174586;0;0,0127293159496691;0;0;0;0,0129438549825287;0,00543397685587288;0;0;0;0;0;0,00632968732662115;0,00533334765483819;0,00665897741875751;0,00879391674385534;0;0
"przedmiot";0;0;0;0;0;0;0;0,00850883804960538;0;0,00977143982470812;0,00940728678776247;0,0076109204664812;0,0113027848718639;0;0;0;0,0175095164488989;0;0,0126214431069147;0
"przedstawiaæ";0;0;0;0;0,0276827341240614;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0;0;0
"przejœcie";0;0,016195062687374;0;0;0;0;0;0,0153762112031809;0;0;0;0;0;0;0;0;0;0,0208928671310397;0;0
"przejœæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0182523521697108;0;0,0192018965022391;0;0;0
"przekonanie";0;0;0;0;0;0;0;0;0;0,0428635883211273;0;0;0;0;0;0;0;0,0253582297319646;0;0
"przenieœæ";0,0121642915296276;0;0;0;0;0,0172136200890956;0;0;0;0;0;0;0;0;0;0;0;0;0,0228080466180517;0
"przeró¿ny";0;0;0;0;0;0;0;0;0,0129102150668217;0;0;0;0;0;0;0,0126711370100287;0,0158206103709029;0;0;0
"przewaga";0,0147641248661661;0,0196563792596885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeznaczyæ";0;0;0;0;0,0276827341240614;0;0,0328903771771026;0;0;0;0;0;0;0;0;0;0;0;0;0
"przygoda";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,134413275515674;0;0;0,0186625173870077
"przygotowaæ";0;0;0;0,0151213568738464;0;0;0;0;0,0129102150668217;0;0,016999786299169;0;0;0;0;0;0;0;0;0
"przygotowanie";0;0;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0;0;0;0,0186625173870077
"przyjaciel";0;0;0;0;0,0276827341240614;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0;0;0
"przypadek";0;0,016195062687374;0;0;0;0;0;0;0;0;0,016999786299169;0;0,0204251163743747;0;0;0;0;0;0;0
"przypisaæ";0,0147641248661661;0;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0;0;0;0
"przypominaæ";0;0;0;0,0110497237569061;0;0;0;0,0112359550561798;0;0;0;0,0100502512562814;0;0,0121212121212121;0,010989010989011;0;0;0;0;0
"przysz³y";0,0147641248661661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"przywo³ywaæ";0;0,0196563792596885;0;0,0183531938944053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"punkt";0,0533333333333333;0,0118343195266272;0;0;0;0;0;0;0;0,0258064516129032;0;0;0;0,0121212121212121;0;0;0,0115606936416185;0;0;0
"pusty";0;0;0;0;0;0;0;0;0,0156694721456951;0;0,0206330937570644;0;0;0;0;0;0;0;0;0
"quest";0;0,016195062687374;0,0167911999642099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153762112031809
"raczej";0;0;0;0;0;0;0;0,0130445398589178;0;0;0;0;0;0,0140722914841658;0,0127578466752053;0;0;0,0177246419457051;0;0
"radykalny";0;0;0;0;0;0;0,0328903771771026;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"ras";0;0;0;0;0;0;0;0;0;0;0,0618992812711931;0;0;0;0;0,0461378902067689;0;0;0;0
"rasowy";0;0;0;0;0;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0,0253582297319646;0;0
"raz";0;0;0;0;0;0;0;0,0130445398589178;0,0219049820272393;0,0149801812573378;0;0;0;0;0;0;0;0,0177246419457051;0;0
"razem";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0;0;0;0,0182523521697108;0;0;0;0;0
"region";0,0851500407073931;0;0;0;0;0;0;0;0;0;0,016999786299169;0;0;0;0;0,0506845480401149;0;0;0;0
"restauracja";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0;0;0,0201328975447719;0;0;0;0;0;0
"rezultat";0;0;0;0;0,0276827341240614;0;0;0;0;0;0;0;0;0;0;0;0;0,0253582297319646;0;0
"rêka";0,00888888888888889;0,0118343195266272;0;0;0;0;0;0,0112359550561798;0,00943396226415094;0,0129032258064516;0;0;0;0;0;0;0;0;0;0
"robiæ";0;0;0,0167911999642099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0417857342620795;0;0,0307524224063619
"rodzaj";0;0,016195062687374;0;0,0302427137476929;0;0;0;0;0;0;0;0;0;0,016587670267674;0;0;0;0;0;0
"rodzina";0;0;0;0;0,0333333333333333;0,0377358490566038;0,099009900990099;0;0;0;0,0248447204968944;0;0;0,0121212121212121;0;0;0;0;0;0
"rok";0;0;0;0;0,0553654682481227;0;0,0328903771771026;0;0;0;0;0;0;0;0;0;0;0;0;0
"rozbudowa";0;0;0;0;0;0;0;0;0,0156694721456951;0;0;0;0,0247905081708012;0;0;0;0;0;0;0
"rozbudowaæ";0;0;0,0142449576373458;0;0;0;0;0;0;0;0,0144219136328408;0;0;0;0,0127578466752053;0;0;0;0;0,0130445398589178
"rozci¹gaæ";0;0,0196563792596885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0186625173870077
"rozgrywka";0;0,0153105883358;0;0,0142955217058022;0;0;0;0,00484548582162958;0,0122051388148594;0,00556449339516171;0,0053571209704973;0,0130024594409558;0;0,00522725137121252;0;0,00399303924189845;0;0,00658394256679439;0;0,00484548582162958
"rozmaity";0;0;0;0,0183531938944053;0;0;0;0;0;0;0;0;0;0;0,0182523521697108;0;0;0;0;0
"rozmawiaæ";0;0;0;0;0;0;0;0;0;0;0;0,0166931060044591;0;0;0,0182523521697108;0;0;0;0;0
"rozmiar";0;0;0;0;0;0;0;0;0,0129102150668217;0;0;0;0;0;0;0,0126711370100287;0;0;0,0228080466180517;0
"rozpocz¹æ";0;0;0;0;0;0,0146033213514928;0;0;0;0;0;0;0;0;0;0,01074966710596;0;0;0,019349400790728;0,0260890797178355
"rozpoczynaæ";0;0,016195062687374;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0126711370100287;0,0316412207418059;0;0;0
"rozszerzyæ";0;0;0;0;0;0;0;0;0;0;0,033999572598338;0,0275071919011679;0;0;0;0;0,0158206103709029;0;0;0
"rozwi¹zanie";0;0;0;0,0128283320159523;0;0;0;0,0130445398589178;0;0;0;0;0;0;0,0127578466752053;0;0;0,0177246419457051;0;0
"rozwijaæ";0;0;0;0;0;0;0;0;0;0;0;0,0500793180133773;0;0;0,0182523521697108;0;0;0;0;0
"rozwin¹æ";0;0,0196563792596885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"rozwój";0,0206393608434432;0;0,0142449576373458;0;0,038698801581456;0;0;0;0;0;0;0;0;0;0,0127578466752053;0;0;0;0;0
"ró¿norodnoœæ";0;0;0;0,0151213568738464;0;0;0;0;0;0;0,016999786299169;0;0;0,016587670267674;0;0;0;0;0;0
"ró¿norodny";0,0147641248661661;0;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0;0;0;0
"ró¿ny";0;0,00782205973306132;0,00810998831219241;0;0;0,00831401317539222;0;0;0,00623550988154416;0,025585705062336;0,0164214670172343;0;0;0,00801168542355977;0;0;0;0;0;0,00742656233082788
"ruch";0;0;0;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0,0576056895067173;0;0;0
"runda";0,0206393608434432;0;0;0;0;0;0;0;0,0109524910136196;0;0;0;0;0;0;0,03224900131788;0,0134215496814298;0;0;0
"ruszaæ";0;0;0;0,0183531938944053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0186625173870077
"rycerz";0;0,016195062687374;0;0;0;0;0;0;0;0,0176578425430078;0;0;0;0;0;0;0,0158206103709029;0;0;0
"rysunek";0;0;0;0;0;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"rzecz";0,00771984708518314;0;0,0106562306390565;0;0;0;0;0;0;0,022412459279564;0;0;0,0129624298072105;0,0105270642070679;0,00954376700091322;0;0;0;0;0
"rzucaæ";0;0,0137392194963749;0;0;0;0;0;0;0;0;0;0;0;0,0140722914841658;0;0;0,0268430993628597;0;0;0,0130445398589178
"rzut";0;0;0;0,0151213568738464;0;0;0;0;0;0;0;0;0;0;0;0;0,0474618311127088;0,0208928671310397;0;0
"sam";0,00771984708518314;0;0,021312461278113;0;0;0,010924311912995;0;0;0;0;0;0;0;0;0,00954376700091322;0;0;0,0132592793447802;0,0144747132847184;0
"same";0;0;0;0,0110497237569061;0;0,0125786163522013;0;0,0112359550561798;0;0,0129032258064516;0,0124223602484472;0;0;0;0;0;0;0;0;0
"samego";0;0;0;0,0151213568738464;0;0;0;0;0;0;0;0;0;0;0,0300765449908374;0,0126711370100287;0;0;0;0
"sami";0;0;0;0;0;0;0;0,0130445398589178;0;0;0;0;0,017327821603637;0,0140722914841658;0,0127578466752053;0;0;0;0;0
"samotny";0;0;0;0;0;0,0208926295275935;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"samym";0;0;0;0;0;0;0,0171976791501605;0,00975823367509105;0;0,011206229639782;0,0107886061749454;0,00872847032244325;0;0;0,0190875340018264;0;0;0;0;0
"s¹siadowaæ";0,0295282497323321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"seria";0;0;0;0;0;0;0;0;0;0,011206229639782;0,0215772123498908;0,00872847032244325;0,0129624298072105;0,0210541284141358;0;0;0;0,0132592793447802;0;0
"setka";0;0;0,0284899152746916;0;0;0;0;0;0;0;0,0144219136328408;0;0,017327821603637;0;0;0;0;0;0;0,0130445398589178
"siebie";0;0;0;0;0;0,0172136200890956;0;0;0;0;0;0;0;0;0,0300765449908374;0;0;0;0;0,0153762112031809
"siedem";0;0;0;0;0;0;0,0328903771771026;0;0;0;0,0206330937570644;0;0;0;0;0;0;0;0;0
"siêgn¹æ";0;0;0;0;0;0;0;0;0;0,0214317941605636;0;0;0;0;0;0;0;0;0;0,0186625173870077
"silnik";0;0,0196563792596885;0;0;0;0;0;0;0;0;0;0;0;0,0201328975447719;0;0;0;0;0;0
"si³a";0,0177777777777778;0;0;0;0;0;0;0;0,00943396226415094;0;0;0,0100502512562814;0;0;0;0,00925925925925926;0,0346820809248555;0;0;0
"sima";0;0;0;0;0;0;0;0;0;0;0,0144219136328408;0,0116679803763184;0,017327821603637;0,0281445829683317;0;0;0;0;0;0
"simów";0;0;0;0;0;0;0;0;0;0;0,0144219136328408;0,0233359607526368;0,0519834648109111;0,0281445829683317;0;0;0;0;0;0
"sims";0;0;0;0;0;0;0;0;0;0;0,0288438272656815;0,0233359607526368;0,017327821603637;0,0422168744524975;0;0;0;0;0;0
"sklep";0;0;0;0;0;0;0;0;0;0;0;0,0333862120089182;0;0;0,0182523521697108;0;0;0;0;0
"sk³adaæ";0,0103196804217216;0;0;0;0;0;0;0;0;0;0;0;0,017327821603637;0;0;0,02149933421192;0;0;0,019349400790728;0
"skomplikowany";0;0,0196563792596885;0;0,0183531938944053;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"skoñczyæ";0,0147641248661661;0;0;0;0;0;0,0328903771771026;0;0;0;0;0;0;0;0;0;0;0;0;0
"skorzystaæ";0;0;0;0;0;0;0;0,0186625173870077;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"skradankê";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0253582297319646;0;0
"s³awa";0;0;0;0;0;0;0,0328903771771026;0;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"s³owach";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0186625173870077
"sob¹";0;0;0;0,0151213568738464;0;0;0;0;0;0,0176578425430078;0;0;0;0;0;0;0;0;0,0228080466180517;0
"software";0;0,016195062687374;0;0,0151213568738464;0;0;0;0;0;0,0529735276290233;0;0;0;0;0;0;0;0;0;0
"solidny";0;0;0,0167911999642099;0;0;0;0;0;0;0;0;0,013753595950584;0;0;0;0,0126711370100287;0;0;0;0
"souls";0;0,113365438811618;0;0,0151213568738464;0;0;0;0;0;0,0353156850860156;0;0;0;0;0;0;0;0;0;0
"specjalny";0,0201943089710634;0;0;0,0083678075846948;0;0;0;0,00850883804960538;0,0142884261587713;0;0;0;0;0;0;0,0140238256743496;0;0,0115616272735096;0;0,00850883804960538
"spêdziæ";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0;0;0;0;0;0;0;0,0276827341240614;0
"spokojny";0;0;0;0,0151213568738464;0;0,0172136200890956;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0153762112031809
"spo³ecznoœæ";0;0;0;0;0;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"spory";0;0,0102779029240604;0;0;0;0;0;0;0;0;0,0215772123498908;0,0174569406448865;0,0129624298072105;0;0,0190875340018264;0,0080415073803991;0;0;0;0
"sposób";0;0;0,0203799269624992;0;0;0;0;0;0,0156694721456951;0;0;0;0;0;0;0;0;0;0;0
"spoœród";0;0;0;0;0,0276827341240614;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"spotkaæ";0;0;0;0;0;0,0208926295275935;0;0;0;0;0;0;0,0247905081708012;0;0;0;0;0;0;0
"spotykaæ";0;0;0,0203799269624992;0;0;0;0;0;0;0;0;0;0,0247905081708012;0;0;0;0;0;0;0
"spowodowaæ";0;0;0;0;0,0276827341240614;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"sprawa";0,0103196804217216;0;0;0,0128283320159523;0;0;0;0;0;0;0;0,0116679803763184;0;0;0;0;0;0;0;0,0130445398589178
"sprawiaæ";0;0;0;0,0151213568738464;0;0;0;0;0;0;0,016999786299169;0,013753595950584;0;0;0;0;0;0;0;0
"sprzedaæ";0;0;0,0203799269624992;0;0,0276827341240614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"stado";0;0;0;0;0;0;0;0,0373250347740153;0;0;0;0;0;0;0;0;0;0,0253582297319646;0;0
"staje";0;0;0;0;0;0;0;0;0;0;0;0,0166931060044591;0;0;0;0;0;0,0507164594639292;0;0
"stal";0;0;0,0407598539249983;0;0;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0;0;0
"sta³y";0;0;0;0;0;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"stan";0,00512001374864467;0;0;0,00636465797483453;0,0192000515574175;0;0,0114059712222282;0,00647192749126433;0;0;0;0,00578896026856809;0;0;0,00632968732662115;0,00533334765483819;0;0;0,00960002577870875;0
"standardowy";0;0;0;0;0;0;0;0;0,0313389442913902;0;0;0,0166931060044591;0;0;0;0;0;0;0;0
"stanowiæ";0;0;0,0245398773006135;0,0331491712707182;0;0,0125786163522013;0;0,0112359550561798;0;0;0;0;0;0;0;0;0;0;0,0166666666666667;0
"stara";0;0;0;0,0151213568738464;0;0;0;0,0153762112031809;0;0;0;0;0;0;0;0,0126711370100287;0;0;0;0
"staraæ";0;0;0;0;0;0;0;0,0186625173870077;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"starych";0;0,016195062687374;0;0;0;0,0172136200890956;0;0;0;0;0;0;0;0,016587670267674;0;0;0;0;0;0
"statystyk";0,0442923745984982;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0192018965022391;0;0;0
"statystyka";0,0295282497323321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0192018965022391;0;0;0
"stoa";0;0;0;0;0;0;0;0;0;0;0,0412661875141287;0,0166931060044591;0;0;0;0;0;0;0;0
"stopieñ";0;0;0;0;0,019349400790728;0;0;0,0130445398589178;0;0;0;0,0116679803763184;0;0,0140722914841658;0;0;0;0;0;0
"straciæ";0;0;0;0;0;0,0208926295275935;0;0;0;0,0214317941605636;0;0;0;0;0;0;0;0;0;0
"strona";0;0;0;0;0;0;0;0,0112359550561798;0;0,0129032258064516;0;0;0;0;0,010989010989011;0;0,0115606936416185;0;0;0,0112359550561798
"strój";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0;0;0;0,0182523521697108;0;0;0;0;0
"studia";0;0,0118343195266272;0;0,0110497237569061;0;0,050314465408805;0;0;0;0,0258064516129032;0;0;0;0;0,021978021978022;0;0;0;0;0
"studio";0;0,0196563792596885;0,0203799269624992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"stworzenie";0;0,016195062687374;0;0;0;0;0;0,0153762112031809;0,0129102150668217;0;0;0;0;0;0;0;0;0;0;0
"stworzyæ";0;0,0137392194963749;0;0;0;0;0;0;0;0;0,0144219136328408;0;0;0,0140722914841658;0;0;0;0;0,019349400790728;0
"sugerowaæ";0;0,016195062687374;0;0;0;0;0;0,0153762112031809;0;0;0;0;0;0;0;0;0;0;0;0,0153762112031809
"surowiec";0;0;0,0203799269624992;0;0;0;0;0;0,0313389442913902;0;0;0;0;0;0;0;0;0;0;0
"swoich";0,0355555555555556;0;0,0122699386503067;0;0,0166666666666667;0,0125786163522013;0,0198019801980198;0;0;0;0;0;0;0;0;0;0;0;0;0
"swoimi";0;0;0;0;0,0276827341240614;0;0;0;0;0;0;0;0;0;0;0,0153792967355896;0;0;0;0
"swoj¹";0,0177777777777778;0;0,0122699386503067;0;0;0;0;0;0;0;0;0;0;0;0,010989010989011;0,00925925925925926;0,0115606936416185;0;0;0
"swojego";0,00888888888888889;0;0,0122699386503067;0,0220994475138122;0,0333333333333333;0,0251572327044025;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"swojej";0;0;0;0,0110497237569061;0,0333333333333333;0;0;0;0;0,0129032258064516;0;0;0;0;0;0,0277777777777778;0,0115606936416185;0;0;0
"swój";0,0147641248661661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"sylwetka";0;0;0;0;0;0;0;0;0;0;0,0206330937570644;0;0;0,0201328975447719;0;0;0;0;0;0
"syn";0;0;0;0;0,0276827341240614;0,0208926295275935;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"system";0;0;0,0167911999642099;0;0;0;0;0;0,0129102150668217;0,0176578425430078;0;0;0;0;0;0;0;0;0;0
"sytuacja";0;0;0;0;0;0;0;0,0130445398589178;0;0;0;0,0116679803763184;0;0;0,0127578466752053;0;0;0,0177246419457051;0;0
"sztuka";0;0;0;0;0,0228080466180517;0;0;0;0,0129102150668217;0;0;0;0;0;0;0;0;0;0,114040233090259;0
"szukaæ";0;0;0;0;0;0;0;0;0;0;0;0,013753595950584;0,0204251163743747;0;0;0;0;0;0;0,0153762112031809
"szybki";0,0103196804217216;0;0;0,0128283320159523;0;0;0;0;0;0,0149801812573378;0;0,0233359607526368;0;0;0;0;0;0;0;0
"œlad";0;0;0;0;0;0;0;0;0;0;0;0,0166931060044591;0;0;0;0;0;0;0;0,0373250347740153
"œmia³ek";0,0121642915296276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0126711370100287;0,0158206103709029;0;0;0
"œmierci";0;0,0137392194963749;0;0;0,038698801581456;0;0,0229893870780927;0;0;0;0;0;0;0;0;0;0;0;0,038698801581456;0
"œmieræ";0,00888888888888889;0,0118343195266272;0;0;0,0166666666666667;0;0;0,0112359550561798;0;0,0129032258064516;0;0;0;0;0;0;0;0;0;0
"œredniowieczny";0;0,0196563792596885;0;0;0;0;0;0,0186625173870077;0;0;0;0;0;0;0;0;0;0;0;0
"œrodek";0;0,0196563792596885;0;0;0;0;0;0;0;0,0214317941605636;0;0;0;0;0;0;0;0;0;0
"œwiat";0;0,00896197143686247;0,0185837199120216;0;0;0,00952561743918087;0;0;0;0;0;0;0,0226055697437277;0,00917923135048338;0;0;0,00875475822444947;0;0;0,00850883804960538
"œwiata";0;0,016195062687374;0;0;0;0;0;0;0;0,0176578425430078;0;0,013753595950584;0;0;0;0;0;0;0;0
"œwiat³y";0;0;0;0;0;0;0;0,0373250347740153;0;0;0;0;0;0;0;0;0;0;0,0276827341240614;0
"œwiecie";0;0;0;0;0;0;0;0;0,0109524910136196;0,0299603625146756;0;0;0;0,0140722914841658;0;0;0;0;0,019349400790728;0
"œwietny";0;0;0,0167911999642099;0,0151213568738464;0;0;0;0;0;0,0353156850860156;0;0;0;0;0;0;0;0;0;0
